PeakID (cmd=annotatePeaks.pl ./top_concordant_peaks_full-set.narrowPeak hg19 -noann)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr4-77511516-2	chr4	77511446	77511587	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	14812	NR_039655	100616254		NR_039655	ENSG00000283682	MIR548AH	-	microRNA 548ah	ncRNA
Merged-chr1-59058411-2	chr1	59058325	59058497	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-15487	NM_002353	4070		NM_002353	ENSG00000184292	TACSTD2	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	tumor associated calcium signal transducer 2	protein-coding
Merged-chr6-28565216-2	chr6	28565147	28565285	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-10141	NM_052923	114821		NM_052923	ENSG00000232040	SCAND3	Buster4|FAM200D|ZBED9|ZFP38-L|ZNF305P2|ZNF452|dJ1186N24.3	SCAN domain containing 3	protein-coding
Merged-chr1-94791467-2	chr1	94791389	94791545	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-78165	NM_001328665	9411		NM_004815	ENSG00000137962	ARHGAP29	PARG1	Rho GTPase activating protein 29	protein-coding
Merged-chr18-25587941-2	chr18	25587881	25588001	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	28664	NM_001308176	1000		NM_001792	ENSG00000170558	CDH2	ACOGS|ADHD8|ARVD14|CD325|CDHN|CDw325|NCAD	cadherin 2	protein-coding
Merged-chr8-119345132-2	chr8	119345057	119345208	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-221067	NM_000127	2131		NM_000127	ENSG00000182197	EXT1	EXT|LGCR|LGS|TRPS2|TTV	exostosin glycosyltransferase 1	protein-coding
Merged-chr2-185476088-2	chr2	185476031	185476146	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	12832	NM_194250	91752		NM_194250	ENSG00000170396	ZNF804A	C2orf10	zinc finger protein 804A	protein-coding
Merged-chr1-17216116-2	chr1	17216031	17216201	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	45	NR_135059	105376805		NR_135056	ENSG00000238142	LOC105376805	-	uncharacterized LOC105376805	ncRNA
Merged-chr6-28757649-2	chr6	28757584	28757715	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	73805	NR_033379	401242		NR_033379	ENSG00000225595	LINC01623	-	long intergenic non-protein coding RNA 1623	ncRNA
Merged-chr7-6323183-2	chr7	6323089	6323278	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-10928	NM_001367581	9265		NM_004227	ENSG00000008256	CYTH3	ARNO3|GRP1|PSCD3|cytohesin-3	cytohesin 3	protein-coding
Merged-chr19-19482083-2	chr19	19482027	19482139	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-14569	NM_001384537	54815		NM_017660	ENSG00000167491	GATAD2A	p66alpha	GATA zinc finger domain containing 2A	protein-coding
Merged-chr17-70712439-2	chr17	70712354	70712525	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-75828	NR_033876	400619		NR_033876	ENSG00000227036	LINC00511	LCAL5|onco-lncRNA-12	long intergenic non-protein coding RNA 511	ncRNA
Merged-chr12-71950923-2	chr12	71950848	71950999	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	106705	NM_144982	196441		NM_144982	ENSG00000133858	ZFC3H1	CCDC131|CSRC2|PSRC2	zinc finger C3H1-type containing	protein-coding
Merged-chr6-27551399-2	chr6	27551345	27551454	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-110415	NR_038294	100507173		NR_038292	ENSG00000281706	LINC01012	-	long intergenic non-protein coding RNA 1012	ncRNA
Merged-chr2-47304095-2	chr2	47303995	47304195	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	78352	NM_001163561	285051		NM_173649	ENSG00000239605	STPG4	C2orf61|GSE	sperm-tail PG-rich repeat containing 4	protein-coding
Merged-chr20-56687263-2	chr20	56687212	56687314	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-38695	NM_178456	128602		NM_178456	ENSG00000124237	CIMIP1	C20orf85|LLC1|bA196N14.1	ciliary microtubule inner protein 1	protein-coding
Merged-chr8-29745204-2	chr8	29745141	29745268	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-33825	NR_024473	286135		NR_024473	ENSG00000253279	LINC02209	FAM183CP	long intergenic non-protein coding RNA 2209	ncRNA
Merged-chr19-40029988-2	chr19	40029924	40030053	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	813	NM_153232	163126		NM_153232	ENSG00000176396	EID2	CRI2|EID-2	EP300 interacting inhibitor of differentiation 2	protein-coding
Merged-chr1-44287899-2	chr1	44287841	44287958	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-16395	NR_106727	102464830		NR_106727	ENSG00000283477	MIR6079	hsa-mir-6079	microRNA 6079	ncRNA
Merged-chr19-44140421-2	chr19	44140352	44140491	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	3581	NM_145296	199731		NM_145296	ENSG00000105767	CADM4	IGSF4C|NECL4|Necl-4|TSLL2|synCAM4	cell adhesion molecule 4	protein-coding
Merged-chr6-27759677-2	chr6	27759620	27759734	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	16030	NM_003519	8340		NM_003519	ENSG00000185130	H2BC13	H2B/c|H2BFC|HIST1H2BL|dJ97D16.4	H2B clustered histone 13	protein-coding
Merged-chr3-156269747-2	chr3	156269681	156269814	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	2167	NM_001308205	6747		NM_007107	ENSG00000114850	SSR3	TRAPG	signal sequence receptor subunit 3	protein-coding
Merged-chr5-83545897-2	chr5	83545846	83545949	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	134788	NM_001278642	10085		NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
Merged-chr8-122176589-2	chr8	122176524	122176655	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-352303	NM_021021	6641		NM_021021	ENSG00000172164	SNTB1	59-DAP|A1B|BSYN2|DAPA1B|SNT2|SNT2B1|TIP-43	syntrophin beta 1	protein-coding
Merged-chr15-60685352-2	chr15	60685302	60685402	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	4833	NM_001002857	302		NM_004039	ENSG00000182718	ANXA2	ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV	annexin A2	protein-coding
Merged-chr13-45492292-2	chr13	45492228	45492356	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	71314	NM_012345	26747		NM_012345	ENSG00000083635	NUFIP1	NUFIP|Rsa1|bA540M5.1	nuclear FMR1 interacting protein 1	protein-coding
Merged-chr1-82148353-2	chr1	82148263	82148443	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-17102	NM_001297704	23266		NM_012302	ENSG00000117114	ADGRL2	CIRL2|CL2|LEC1|LPHH1|LPHN2	adhesion G protein-coupled receptor L2	protein-coding
Merged-chr10-117840256-2	chr10	117840196	117840316	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	114045	NR_145811	109623470		NR_145811		SNORD158	-	small nucleolar RNA, C/D box 158	snoRNA
Merged-chr2-232276737-2	chr2	232276654	232276820	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	16316	NM_145236	93010		NM_145236	ENSG00000156966	B3GNT7	beta3GnT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	protein-coding
Merged-chr4-148119783-2	chr4	148119714	148119853	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	146086	NR_031662	100313938		NR_031662	ENSG00000221369	MIR548G	MIRN548G|hsa-mir-548g	microRNA 548g	ncRNA
Merged-chr16-14379640-2	chr16	14379568	14379712	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-16505	NR_132983	100129781		NR_132983	ENSG00000262454	MIR193BHG	HypERlnc|lincNORS	MIR193b-365a host gene	ncRNA
Merged-chr6-27302859-2	chr6	27302803	27302916	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	10319	NR_045612	387316		NM_032030		VN1R10P	FKSG83|VNR6I1P|b24o18.2|hs6V1-1p	vomeronasal 1 receptor 10 pseudogene	pseudo
Merged-chr1-8964123-2	chr1	8964069	8964178	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	25229	NR_038351	100505975		NR_038351	ENSG00000230679	ENO1-AS1	-	ENO1 antisense RNA 1	ncRNA
Merged-chr1-215922949-2	chr1	215922893	215923005	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	182302	NM_001319294	51133		NM_016121	ENSG00000136636	KCTD3	NY-REN-45	potassium channel tetramerization domain containing 3	protein-coding
Merged-chr13-50432770-2	chr13	50432697	50432844	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-31775	NR_003268	220429		NR_003268	ENSG00000181358	CTAGE10P	-	CTAGE family member 10, pseudogene	pseudo
Merged-chr15-39505756-2	chr15	39505687	39505825	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-37114	NR_144507	400360		NM_207445	ENSG00000175746	LINC02915	C15orf54	long intergenic non-protein coding RNA 2915	ncRNA
Merged-chr7-148660326-2	chr7	148660254	148660399	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-81	NR_004393	6086		NR_004393	ENSG00000252316	RNY4	HY4|Y4	RNA, Ro60-associated Y4	ncRNA
Merged-chr11-130253694-2	chr11	130253627	130253761	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	44810	NM_007037	11095		NM_007037	ENSG00000134917	ADAMTS8	ADAM-TS8|METH2	ADAM metallopeptidase with thrombospondin type 1 motif 8	protein-coding
Merged-chr20-46082142-2	chr20	46082080	46082204	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-41254	NR_146496	102723442		NR_146494		LINC01754	-	long intergenic non-protein coding RNA 1754	ncRNA
Merged-chr10-69524240-2	chr10	69524153	69524328	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-68287	NM_013266	29119		NM_013266	ENSG00000183230	CTNNA3	ARVD13|VR22	catenin alpha 3	protein-coding
Merged-chr3-149057913-2	chr3	149057858	149057969	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-6490	NM_138786	116441		NM_138786	ENSG00000163762	TM4SF18	L6D	transmembrane 4 L six family member 18	protein-coding
Merged-chr6-28831751-2	chr6	28831686	28831817	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-297	NR_033379	401242		NR_033379	ENSG00000225595	LINC01623	-	long intergenic non-protein coding RNA 1623	ncRNA
Merged-chr4-122966805-2	chr4	122966739	122966872	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-93590	NM_001366479	7222		NM_003305	ENSG00000138741	TRPC3	SCA41|TRP3	transient receptor potential cation channel subfamily C member 3	protein-coding
Merged-chr3-58546762-2	chr3	58546691	58546834	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	16356	NM_001076778	11170		NM_007177	ENSG00000168309	FAM107A	DRR1|TU3A	family with sequence similarity 107 member A	protein-coding
Merged-chr2-56219766-2	chr2	56219703	56219830	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-3572	NR_029629	406998		NR_029629	ENSG00000207798	MIR216A	MIR216|MIRN216|MIRN216A|miRNA216|mir-216|mir-216a	microRNA 216a	ncRNA
Merged-chr2-129120663-2	chr2	129120602	129120725	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-44221	NM_004807	9394		NM_004807	ENSG00000136720	HS6ST1	HH15|HS6ST	heparan sulfate 6-O-sulfotransferase 1	protein-coding
Merged-chr22-46084773-2	chr22	46084706	46084840	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	17059	NM_013236	25814		NM_013236	ENSG00000130638	ATXN10	ATX10|E46L|HUMEEP|SCA10	ataxin 10	protein-coding
Merged-chr1-25045498-2	chr1	25045412	25045584	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-26440	NM_013943	25932		NM_013943	ENSG00000169504	CLIC4	CLIC4L|H1|MTCLIC|huH1|p64H1	chloride intracellular channel 4	protein-coding
Merged-chr4-7863281-2	chr4	7863215	7863348	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	10754	NM_001371090	60312		NM_021638	ENSG00000196526	AFAP1	AFAP|AFAP-110|AFAP110	actin filament associated protein 1	protein-coding
Merged-chr19-8747934-2	chr19	8747845	8748023	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	7851	NM_001378599	105372267		NM_001378599	ENSG00000268480	NFILZ	LINC01862	NFIL3 like basic leucine zipper	protein-coding
Merged-chr19-10963025-2	chr19	10962954	10963097	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	3934	NM_001136482	255809		NM_001136482	ENSG00000214212	C19orf38	HIDE1	chromosome 19 open reading frame 38	protein-coding
Merged-chr5-148292799-2	chr5	148292719	148292879	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	86625	NM_000024	154		NM_000024	ENSG00000169252	ADRB2	ADRB2R|ADRBR|ARB2|B2AR|BAR|BETA2AR	adrenoceptor beta 2	protein-coding
Merged-chr9-116382957-2	chr9	116382897	116383017	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	26548	NM_001276262	5998		NM_017790	ENSG00000138835	RGS3	C2PA|RGP3	regulator of G protein signaling 3	protein-coding
Merged-chr5-72934665-2	chr5	72934604	72934726	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	12682	NM_001177693	64283		NM_022448	ENSG00000214944	ARHGEF28	RGNEF|RIP2|p190RHOGEF	Rho guanine nucleotide exchange factor 28	protein-coding
Merged-chr1-145395838-2	chr1	145395774	145395902	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	13081	NR_104085	101954276		NR_104085	ENSG00000201558	RNVU1-6	RNU1-99|vU1.6	RNA, variant U1 small nuclear 6	snRNA
Merged-chr17-41778808-2	chr17	41778730	41778887	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-39518	NM_004527	4222		NM_004527	ENSG00000005102	MEOX1	KFS2|MOX1	mesenchyme homeobox 1	protein-coding
Merged-chr2-39869611-2	chr2	39869556	39869666	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-23027	NM_001167959	130733		NM_152390	ENSG00000152154	TMEM178A	TMEM178	transmembrane protein 178A	protein-coding
Merged-chr3-112366019-2	chr3	112365959	112366080	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-6029	NM_199511	151887		NM_178274	ENSG00000091986	CCDC80	CL2|DRO1|LINC01279|SSG1|URB|okuribin	coiled-coil domain containing 80	protein-coding
Merged-chr20-32497462-2	chr20	32497377	32497548	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-84255	NM_016732	22913		NM_007367	ENSG00000125970	RALY	HNRPCL2|P542	RALY heterogeneous nuclear ribonucleoprotein	protein-coding
Merged-chr6-28726208-2	chr6	28726120	28726296	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-103956	NR_135285	387055		NR_135285	ENSG00000235570	LINC00533	C6orf38|C6orf39	long intergenic non-protein coding RNA 533	ncRNA
Merged-chr10-179628-2	chr10	179564	179692	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-605	NM_001370104	10771		NM_006624	ENSG00000015171	ZMYND11	BRAM1|BS69|MRD30	zinc finger MYND-type containing 11	protein-coding
Merged-chr17-37310417-2	chr17	37310364	37310471	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-2527	NM_020405	57125		NM_020405	ENSG00000161381	PLXDC1	TEM3|TEM7	plexin domain containing 1	protein-coding
Merged-chr12-113993284-2	chr12	113993206	113993363	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	83476	NR_126425	104355219		NR_126425		LHX5-AS1	locus 4010|locus4010	LHX5 antisense RNA 1	ncRNA
Merged-chr11-68227719-2	chr11	68227663	68227775	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-501	NM_001352353	55291		NM_018312	ENSG00000110075	PPP6R3	C11orf23|PP6R3|SAP190|SAPL|SAPLa|SAPS3	protein phosphatase 6 regulatory subunit 3	protein-coding
Merged-chr8-38656218-2	chr8	38656162	38656275	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-6750	NM_001352791	6867		NM_006283	ENSG00000147526	TACC1	Ga55	transforming acidic coiled-coil containing protein 1	protein-coding
Merged-chr12-93474914-2	chr12	93474861	93474968	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-93228	NR_120492	102724933		NR_120492		LINC02412	-	long intergenic non-protein coding RNA 2412	ncRNA
Merged-chr1-24593164-2	chr1	24593110	24593219	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-52683	NM_198173	57822		NM_021180	ENSG00000158055	GRHL3	SOM|TFCP2L4|VWS2	grainyhead like transcription factor 3	protein-coding
